Praha;1308632
Benešov;16656
Bernartice;235
Bílkovice;214
Blažejovice;116
Borovnice;81
Bukovany;765
Bystřice;4422
Ctiboř;144
Čakov;127
Čechtice;1403
Čerčany;2868
Červený Újezd;349
Český Šternberk;164
Čtyřkoly;704
Děkanovice;61
Divišov;1738
Dolní Kralovice;886
Drahňovice;98
Dunice;64
Heřmaničky;742
Hradiště;24
Hulice;294
Hvězdonice;318
Chářovice;207
Chleby;50
Chlístov;377
Chlum;132
Chmelná;142
Chocerady;1262
Choratice;72
Chotýšany;569
Chrášťany;238
Jankov;917
Javorník;120
Ješetice;130
Kamberk;138
Keblov;183
Kladruby;265
Kondrac;508
Kozmice;320
Krhanice;1039
Krňany;438
Křečovice;798
Křivsoudov;429
Kuňovice;94
Lešany;780
Libež;208
Litichovice;64
Loket;563
Louňovice pod Blaníkem;652
Lštění;435
Maršovice;765
Mezno;366
Miličín;822
Miřetice;189
Mnichovice;211
Mrač;835
Načeradec;1056
Nespeky;743
Netvořice;1132
Neustupov;529
Neveklov;2638
Olbramovice;1247
Ostrov;48
Ostředek;388
Pavlovice;229
Petroupim;306
Popovice;279
Poříčí nad Sázavou;1344
Postupice;1355
Pravonín;574
Přestavlky u Čerčan;377
Psáře;130
Pyšely;1971
Rabyně;271
Radošovice;366
Rataje;160
Ratměřice;301
Řehenice;432
Řimovice;226
Sázava;3720
Slověnice;37
Smilkov;271
Snět;112
Soběhrdy;410
Soutice;255
Stranný;113
Strojetice;124
Struhařov;890
Střezimíř;315
Studený;94
Šetějovice;58
Tehov;362
Teplýšovice;521
Tichonice;207
Tisem;221
Tomice;137
Trhový Štěpánov;1387
Třebešice;90
Týnec nad Sázavou;5715
Václavice;591
Veliš;327
Vlašim;11598
Vodslivy;96
Vojkov;493
Votice;4587
Vracovice;401
Vranov;416
Vrchotovy Janovice;1027
Všechlapy;106
Vysoký Újezd;196
Xaverov;56
Zdislavice;535
Zvěstov;347
Bavoryně;348
Beroun;19510
Běštín;328
Broumy;963
Březová;339
Bubovice;519
Bykoš;224
Bzová;445
Cerhovice;1183
Drozdov;785
Felbabka;290
Hlásná Třebaň;1060
Hořovice;6844
Hostomice;1765
Hředle;393
Hudlice;1218
Hvozdec;249
Hýskov;1869
Chaloupky;511
Chlustina;241
Chodouň;689
Chrustenice;970
Chyňava;1827
Jivina;194
Karlštejn;848
Komárov;2419
Koněprusy;248
Korno;118
Kotopeky;303
Králův Dvůr;9357
Kublov;658
Lážovice;108
Lhotka;338
Libomyšl;584
Liteň;1185
Loděnice;2002
